iter	RMSE
306	141.4572828
307	141.3380004
308	141.1972443
309	141.0689671
310	140.8726969
311	140.8098322
312	140.7894546
313	140.5937175
314	140.3412551
315	140.1172581
316	139.9703776
317	139.9058778
318	139.7565461
319	139.7117047
320	139.5313588
321	139.3292314
322	139.0731813
323	138.902684
324	138.7291587
325	138.5382727
326	138.3632125
327	138.160799
328	137.9780005
329	137.8181018
330	137.6754384
331	137.4659712
332	137.3155918
333	137.1172692
334	136.9718192
335	136.8015326
336	136.6262764
337	136.4363703
338	136.2488612
339	135.9954281
340	135.8506551
341	135.6040416
342	135.437565
343	135.3751938
344	135.2218361
345	134.9766906
346	134.7786163
347	134.5414869
348	134.3682749
349	134.1870962
350	134.0375054
351	133.8395678
352	133.6844451
353	133.6674567
354	133.5205191
355	133.3435575
356	133.2352447
357	133.0987235
358	132.9208788
359	132.7895137
360	132.6075138
361	132.4114421
362	132.2089895
363	132.077139
364	131.9451376
365	131.7668376
366	131.69428
367	131.4953876
368	131.3090771
369	131.2372458
370	131.087596
371	131.0659642
372	130.8821405
373	130.7155896
374	130.6525594
375	130.4893827
376	130.3259899
377	130.1962968
378	130.0769616
379	130.0384371
380	129.8594386
381	129.6734053
382	129.5872754
383	129.4514874
384	129.3271839
385	129.2886942
386	129.1933677
387	128.9617739
388	128.788111
389	128.7243559
390	128.6414208
391	128.4425788
392	128.2540951
393	128.1248823
394	127.9064224
395	127.714964
396	127.573205
397	127.4304098
398	127.2902327
399	127.2335399
400	127.1498328
401	126.9599877
402	126.8956308
403	126.827091
404	126.6733906
405	126.5247233
406	126.3054503
407	126.1505723
408	125.9511938
409	125.7885944
410	125.686891
411	125.5945483
412	125.5501745
413	125.3770829
414	125.2495299
415	125.1056591
416	124.9786559
417	124.7833665
418	124.6605373
419	124.5480725
420	124.4636644
421	124.3706794
422	124.3168079
423	124.1291552
424	124.0396946
425	123.9515853
426	123.846191
427	123.6977838
428	123.519278
429	123.4602956
430	123.2478188
431	123.1363367
432	122.993993
433	122.8066782
434	122.7633384
435	122.5607898
436	122.4236428
437	122.370324
438	122.170331
439	122.0604894
440	121.975153
441	121.8377882
442	121.6877206
443	121.5311312
444	121.4208925
445	121.3665129
446	121.1662001
447	121.0088225
448	120.9664905
449	120.8502662
450	120.7887495
451	120.6306748
452	120.5001588
453	120.4552894
454	120.3862186
455	120.2435226
456	120.2064519
457	120.0741613
458	119.9124354
459	119.819295
460	119.7791164
461	119.6456946
462	119.4511767
463	119.413461
464	119.3235377
465	119.2490631
466	119.178265
467	119.0915429
468	119.0290069
469	118.9258327
470	118.8622983
471	118.7130882
472	118.6376829
473	118.4247276
474	118.2842252
475	118.1477383
476	117.9776718
477	117.8176283
478	117.7127712
479	117.6222642
480	117.4932829
481	117.3692645
482	117.2571439
483	117.0775503
484	117.0269288
485	116.9093689
486	116.7415431
487	116.5947902
488	116.4749887
489	116.3636378
490	116.3091713
491	116.193675
492	116.0507611
493	115.9468399
494	115.8488328
495	115.7357735
496	115.7170806
497	115.6442578
498	115.4506615
499	115.2627351
500	115.1656954
501	115.0451244
502	114.9354179
503	114.8348108
504	114.7319174
505	114.5951147
506	114.5076523
507	114.3712903
508	114.242257
509	114.1593159
510	114.0872196
511	114.051887
512	113.9530565
513	113.8500389
514	113.6981038
515	113.5662102
516	113.414909
517	113.3171334
518	113.2064013
519	113.1256527
520	112.9636359
521	112.8406997
522	112.829167
523	112.7378328
524	112.6422629
525	112.5651917
526	112.4247819
527	112.2994068
528	112.2063468
529	112.1993596
530	112.0915925
531	111.9531326
532	111.9361994
533	111.7949426
534	111.6546949
535	111.6016838
536	111.5780314
537	111.4179326
538	111.3862322
539	111.226022
540	111.1423247
541	111.0974449
542	111.0178482
543	110.9209192
544	110.9047988
545	110.7802595
546	110.7442508
547	110.5949495
548	110.4623104
549	110.4008916
550	110.3567063
551	110.2124005
552	110.0512855
553	109.9595536
554	109.9159334
555	109.8103189
556	109.7373148
557	109.681626
558	109.5868554
559	109.4473108
560	109.3772548
561	109.343028
562	109.2580934
563	109.1402934
564	108.9952974
565	108.9168934
566	108.7766482
567	108.7662354
568	108.6677267
569	108.6585495
570	108.5263465
571	108.5173189
572	108.3978915
573	108.33968
574	108.250896
575	108.1543169
576	108.0387631
577	107.9357252
578	107.8999773
579	107.8301966
580	107.7201149
581	107.6456295
582	107.552639
583	107.4818374
584	107.4013144
585	107.3284549
586	107.3045344
587	107.1901181
588	107.1452666
589	107.091097
590	107.0037712
591	106.9461213
592	106.907676
593	106.8546853
594	106.7481623
595	106.6190703
596	106.4909198
597	106.4211944
598	106.2476444
599	106.1834083
600	106.1012949
601	106.0031704
602	105.9318541
603	105.8314125
604	105.7592243
605	105.6522355
606	105.5761655
607	105.4726775
608	105.4550535
609	105.3926777
610	105.3054869
611	105.2646495
612	105.1711121
613	105.0765606
614	104.9692168
615	104.8422742
616	104.7715385
617	104.6620315
618	104.6249114
619	104.5088119
620	104.3957997
621	104.309181
622	104.2464399
623	104.1391288
624	104.0423874
625	104.0036409
626	103.9940095
627	103.9093362
628	103.8243022
629	103.6739806
630	103.5865439
631	103.4487072
632	103.4192541
633	103.3399617
634	103.2713318
635	103.2046291
636	103.1009464
637	102.9634479
638	102.8283941
639	102.7389287
640	102.5729031
641	102.5137783
642	102.4435585
643	102.3529152
644	102.2129262
645	102.1856199
646	102.1081935
647	102.0637004
648	101.9989863
649	101.922719
650	101.8212533
651	101.7461436
652	101.6722235
653	101.6213243
654	101.5220937
655	101.4639803
656	101.4490798
657	101.3676896
658	101.2128416
659	101.0775467
660	101.0383827
661	100.9742793
662	100.8966695
663	100.8252399
664	100.7820192
665	100.7510593
666	100.6958256
667	100.6519615
668	100.5692959
669	100.4826226
670	100.3859133
671	100.3250531
672	100.2512918
673	100.2372137
674	100.1077771
675	100.0104012
676	99.92093501
677	99.87770207
678	99.84926201
679	99.75522918
680	99.68028267
681	99.59598789
682	99.46375395
683	99.44962574
684	99.44070855
685	99.34217226
686	99.2752465
687	99.14110769
688	99.02384546
689	98.95501475
690	98.920679
691	98.85346677
692	98.79217979
693	98.75318778
694	98.65963897
695	98.57648525
696	98.43332672
697	98.31445573
698	98.2174657
699	98.15478509
700	98.14703071
701	98.02634721
702	97.9919316
703	97.98250865
704	97.89806232
705	97.88627176
706	97.78611819
707	97.68643925
708	97.60118436
709	97.57228773
710	97.47972921
711	97.35458408
712	97.26704945
713	97.16994334
714	97.05252544
715	96.96647183
716	96.89810315
717	96.85838496
718	96.82847789
719	96.74371289
720	96.66601641
721	96.60055407
722	96.52498725
723	96.4072089
724	96.30827403
725	96.22538907
726	96.1214668
727	96.05314539
728	96.00782164
729	95.90802157
730	95.87910999
731	95.78746245
732	95.75106245
733	95.6729728
734	95.61918544
735	95.54923914
736	95.46775318
737	95.4536383
738	95.33385629
739	95.305049
740	95.27000167
741	95.19572782
742	95.09006319
743	95.08394004
744	94.9974766
745	94.92289232
746	94.81938794
747	94.78108699
748	94.73011527
749	94.63846754
750	94.53347618
751	94.45383112
752	94.39099376
753	94.2991266
754	94.21788431
755	94.15854733
756	94.10238163
757	94.06355034
758	93.95926682
759	93.88857737
760	93.8027222
761	93.75128888
762	93.65492765
763	93.6150415
764	93.4945123
765	93.39946517
766	93.39391787
767	93.34405725
768	93.33789181
769	93.25930612
770	93.21497901
771	93.19622253
772	93.09127807
773	93.02446731
774	93.01028413
775	92.91573949
776	92.81356638
777	92.71064843
778	92.6571877
779	92.56762739
780	92.47497981
781	92.43699919
782	92.37704392
783	92.26858764
784	92.22357354
785	92.116172
786	92.06432657
787	92.00576486
788	91.93838802
789	91.93286612
790	91.81687126
791	91.780383
792	91.69266287
793	91.60577584
794	91.49928485
795	91.42193409
796	91.29939524
797	91.2925093
798	91.22362396
799	91.17451202
800	91.11092173
801	91.04350198
802	90.96801577
803	90.93010895
804	90.84314725
805	90.81492908
806	90.7361743
807	90.67200519
808	90.57473576
809	90.47482529
810	90.43910458
811	90.41399728
812	90.39104428
813	90.33777284
814	90.32979268
815	90.30281575
816	90.26273786
817	90.15778915
818	90.14952888
819	90.13830645
820	90.05841331
821	89.96133735
822	89.87792126
823	89.83952706
824	89.78983933
825	89.72719163
826	89.63110417
827	89.54114533
828	89.45030257
829	89.3760305
830	89.27335682
831	89.22523783
832	89.13598338
833	89.12885221
834	89.06011373
835	88.91639129
836	88.85136828
837	88.8428764
838	88.76069738
839	88.66697546
840	88.58056075
841	88.50025109
842	88.4651235
843	88.4399611
844	88.40145169
845	88.31033798
846	88.22783963
847	88.15448051
848	88.13541412
849	88.11964623
850	88.09184254
851	88.04607698
852	88.01901277
853	87.91790927
854	87.87577398
855	87.81921261
856	87.75282484
857	87.69711853
858	87.59102059
859	87.51864767
860	87.44125446
861	87.38023483
862	87.29810372
863	87.27541506
864	87.19452456
865	87.09156501
866	87.01284487
867	86.94533817
868	86.86177236
869	86.7333415
870	86.66449661
871	86.59351668
872	86.54979296
873	86.44494279
874	86.37825863
875	86.33346804
876	86.31171473
877	86.24669512
878	86.17979747
879	86.12528073
880	86.05753201
881	86.00147762
882	85.9169221
883	85.8576721
884	85.77770792
885	85.70656009
886	85.62419375
887	85.53134715
888	85.4186001
889	85.35536054
890	85.28381122
891	85.22885637
892	85.17353579
893	85.14835652
894	85.09595431
895	85.06215569
896	84.97918327
897	84.89885607
898	84.78523134
899	84.7102011
900	84.6590331
901	84.63784962
902	84.58285591
903	84.56606681
904	84.51049941
905	84.45362373
906	84.4113504
907	84.32619969
908	84.24130165
909	84.18260991
910	84.11320933
911	84.03856181
912	83.99909
913	83.98615531
914	83.92368683
915	83.83733885
916	83.75337267
917	83.68864217
918	83.63456475
919	83.51262789
920	83.48501728
921	83.4118919
922	83.37958753
923	83.33622909
924	83.27910163
925	83.20663577
926	83.13088951
927	83.07380825
928	83.04763599
929	83.02116512
930	82.98365079
931	82.90594201
932	82.81905032
933	82.73798978
934	82.67824283
935	82.63117385
936	82.60239397
937	82.57157337
938	82.53146966
939	82.48622265
940	82.39311335
941	82.32840077
942	82.29079796
943	82.25841849
944	82.1934992
945	82.13379248
946	82.09570734
947	82.07593403
948	82.00283702
949	81.95826301
950	81.89488253
951	81.86426794
952	81.78314008
953	81.70672199
954	81.69047598
955	81.63210716
956	81.54741536
957	81.46842254
958	81.43144861
959	81.36074903
960	81.29644677
961	81.23762079
962	81.2090762
963	81.16992664
964	81.07318887
965	81.00089917
966	80.98080705
967	80.91863781
968	80.85855057
969	80.76508463
970	80.73911407
971	80.6816181
972	80.6248057
973	80.57591591
974	80.54481569
975	80.44565884
976	80.39159992
977	80.36283455
978	80.32219353
979	80.27334528
980	80.15182654
981	80.11900877
982	80.08387643
983	80.03294564
984	79.98214198
985	79.93294127
986	79.90072454
987	79.84550568
988	79.73043574
989	79.6573616
990	79.60892419
991	79.51295215
992	79.41235835
993	79.39197406
994	79.33820065
995	79.28220359
996	79.2366992
997	79.20811391
998	79.17778289
999	79.14552456
